"Plot Title: TC5_Nest"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20128175, SEN S/N: 20128175)","Intensity, Lux (LGR S/N: 20128175, SEN S/N: 20128175)","Coupler Attached (LGR S/N: 20128175)","Host Connected (LGR S/N: 20128175)","Stopped (LGR S/N: 20128175)","End Of File (LGR S/N: 20128175)"
388,05/12/19 06:13:30 PM,24.158,0.0,,,,
389,05/12/19 06:14:00 PM,24.158,0.0,,,,
390,05/12/19 06:14:30 PM,24.158,0.0,,,,
391,05/12/19 06:15:00 PM,24.158,0.0,,,,
392,05/12/19 06:15:30 PM,24.158,0.0,,,,
393,05/12/19 06:16:00 PM,24.158,0.0,,,,
394,05/12/19 06:16:30 PM,24.158,0.0,,,,
395,05/12/19 06:17:00 PM,24.158,0.0,,,,
396,05/12/19 06:17:30 PM,24.158,0.0,,,,
397,05/12/19 06:18:00 PM,24.158,0.0,,,,
398,05/12/19 06:18:30 PM,24.158,0.0,,,,
399,05/12/19 06:19:00 PM,24.158,0.0,,,,
400,05/12/19 06:19:30 PM,24.158,0.0,,,,
401,05/12/19 06:20:00 PM,24.158,0.0,,,,
402,05/12/19 06:20:30 PM,24.158,0.0,,,,
403,05/12/19 06:21:00 PM,24.158,0.0,,,,
404,05/12/19 06:21:30 PM,24.158,0.0,,,,
405,05/12/19 06:22:00 PM,24.158,0.0,,,,
406,05/12/19 06:22:30 PM,24.158,0.0,,,,
407,05/12/19 06:23:00 PM,24.158,0.0,,,,
408,05/12/19 06:23:30 PM,24.158,0.0,,,,
409,05/12/19 06:24:00 PM,24.158,0.0,,,,
410,05/12/19 06:24:30 PM,24.158,0.0,,,,
411,05/12/19 06:25:00 PM,24.158,0.0,,,,
412,05/12/19 06:25:30 PM,24.158,0.0,,,,
413,05/12/19 06:26:00 PM,24.158,0.0,,,,
414,05/12/19 06:26:30 PM,24.158,0.0,,,,
415,05/12/19 06:27:00 PM,24.158,0.0,,,,
416,05/12/19 06:27:30 PM,24.158,0.0,,,,
417,05/12/19 06:28:00 PM,24.158,0.0,,,,
418,05/12/19 06:28:30 PM,24.158,0.0,,,,
419,05/12/19 06:29:00 PM,24.158,0.0,,,,
420,05/12/19 06:29:30 PM,24.158,0.0,,,,
421,05/12/19 06:30:00 PM,24.158,0.0,,,,
422,05/12/19 06:30:30 PM,24.158,0.0,,,,
423,05/12/19 06:31:00 PM,24.158,0.0,,,,
424,05/12/19 06:31:30 PM,24.158,0.0,,,,
425,05/12/19 06:32:00 PM,24.158,0.0,,,,
426,05/12/19 06:32:30 PM,24.158,0.0,,,,
427,05/12/19 06:33:00 PM,24.158,0.0,,,,
428,05/12/19 06:33:30 PM,24.158,0.0,,,,
429,05/12/19 06:34:00 PM,24.158,0.0,,,,
430,05/12/19 06:34:30 PM,24.158,0.0,,,,
431,05/12/19 06:35:00 PM,24.158,0.0,,,,
432,05/12/19 06:35:30 PM,24.158,0.0,,,,
433,05/12/19 06:36:00 PM,24.158,0.0,,,,
434,05/12/19 06:36:30 PM,24.158,0.0,,,,
435,05/12/19 06:37:00 PM,24.158,0.0,,,,
436,05/12/19 06:37:30 PM,24.158,0.0,,,,
437,05/12/19 06:38:00 PM,24.158,0.0,,,,
438,05/12/19 06:38:30 PM,24.158,0.0,,,,
439,05/12/19 06:39:00 PM,24.158,0.0,,,,
440,05/12/19 06:39:30 PM,24.158,0.0,,,,
441,05/12/19 06:40:00 PM,24.158,0.0,,,,
442,05/12/19 06:40:30 PM,24.158,0.0,,,,
443,05/12/19 06:41:00 PM,24.158,0.0,,,,
444,05/12/19 06:41:30 PM,24.158,0.0,,,,
445,05/12/19 06:42:00 PM,24.158,0.0,,,,
446,05/12/19 06:42:30 PM,24.158,0.0,,,,
447,05/12/19 06:43:00 PM,24.158,0.0,,,,
448,05/12/19 06:43:30 PM,24.158,0.0,,,,
449,05/12/19 06:44:00 PM,24.158,0.0,,,,
450,05/12/19 06:44:30 PM,24.158,0.0,,,,
451,05/12/19 06:45:00 PM,24.158,0.0,,,,
452,05/12/19 06:45:30 PM,24.158,0.0,,,,
