Date,Day,Phase,ZT,Actual_time,Video_file,Frame,FS,FA,Total,Notes
16-May-19,19,Entrain-III,16,4:00,GH010209,4761,12,26,38,
16-May-19,19,Entrain-III,16.5,4:30,GH010209,4821,7,25,32,
16-May-19,19,Entrain-III,17,5:00,GH010209,4881,10,26,36,
16-May-19,19,Entrain-III,17.5,5:30,GH010209,4941,7,24,31,
16-May-19,19,Entrain-III,18,6:00,GH010209,5001,8,26,34,
16-May-19,19,Entrain-III,18.5,6:30,GH010209,5061,7,24,31,
16-May-19,19,Entrain-III,19,7:00,GH010209,5121,8,26,34,
16-May-19,19,Entrain-III,19.5,7:30,GH010209,5181,7,21,28,
16-May-19,19,Entrain-III,20,8:00,GH010209,5241,9,22,31,
16-May-19,19,Entrain-III,20.5,8:30,GH010209,5301,7,24,31,
16-May-19,19,Entrain-III,21,9:00,GH010209,5361,7,23,30,
16-May-19,19,Entrain-III,21.5,9:30,GH010209,5421,4,24,28,
16-May-19,19,Entrain-III,22,10:00,GH010209,5481,5,19,24,
16-May-19,19,Entrain-III,22.5,10:30,GH010209,5541,6,22,28,
16-May-19,19,Entrain-III,23,11:00,GH010209,5601,5,16,21,
16-May-19,19,Entrain-III,23.5,11:30,GH010209,5661,4,28,32,
16-May-19,19,Entrain-III,24,12:00,GH010209,5721,4,23,27,
