ID	Waveform	Period	Phase	Nadir	Mean	Std_Dev	MaxLoc	MinLoc	Max	Min	Max_Amp	FC	IQR_FC	Tau	P	BF	empP	GammaP	GammaBH
LOC105247750	cosine	24.0	0.0	10.0	20.468375	2.1217238569635617	24.0	10.0	23.7891	17.3171	6.472	1.3737346322400001	1.18859389643	0.7575757575757579	0.000303320964553055	0.020019183660501632	0.008991008991008992	0.008991008991008992	0.06279555183433767
LOC105247751	cosine	24.0	0.0	2.0	0.030800675	0.04389000836352402	24.0	2.0	0.146886	0.0	0.146886	-10000.0	nan	0.36187343222787294	0.05073562797633993	3.348551446438436	0.7602397602397603	0.7222059201613358	0.8056570800866042
LOC105247754	cosine	24.0	2.0	4.0	0.005757083333333333	0.01909408530347524	2.0	4.0	0.06908500000000001	0.0	0.06908500000000001	-10000.0	0.0	0.4082482904638631	0.03232684049927885	2.133571472952404	0.5654345654345654	0.5581596227306507	0.6904692359237813
LOC105247755	cosine	24.0	10.0	2.0	0.006686083333333333	0.02217522973371541	10.0	2.0	0.080233	0.0	0.080233	-10000.0	0.0	0.4082482904638631	0.03232684049927885	2.133571472952404	0.5654345654345654	0.5581596227306507	0.6904692359237813
LOC105247756	cosine	24.0	10.0	12.0	1.101470083333333	1.0179137650265746	8.0	16.0	3.5013900000000002	0.20890999999999998	3.2924800000000003	16.7602795462	5.396120441240001	0.4848484848484851	0.014106153084401888	0.9310061035705244	0.35664335664335667	0.30664114632825634	0.46423982492123617
LOC105247758	cosine	24.0	0.0	2.0	39.63734166666666	4.631824009584549	24.0	4.0	50.7666	32.6851	18.0815	1.5532031414899998	1.1860109146	0.7575757575757579	0.000303320964553055	0.020019183660501632	0.008991008991008992	0.008991008991008992	0.06279555183433767
LOC105247759	cosine	24.0	10.0	8.0	44.76160000000001	3.7641176476034857	10.0	8.0	52.3821	39.6332	12.7489	1.32167223439	1.0603076397799998	0.3939393939393941	0.03730241464195405	2.4619593663689665	0.6723276723276723	0.6096863512593915	0.7095684633194024
LOC105247760	cosine	24.0	10.0	6.0	25.55549166666667	3.1133961881034713	10.0	4.0	28.9701	20.0543	8.9158	1.44458295727	1.22069869329	0.6060606060606063	0.003044944233852819	0.20096631943428608	0.0939060939060939	0.08180715156009317	0.20099937870954276
LOC105247762	cosine	24.0	0.0	4.0	99.001175	12.413930892558101	24.0	8.0	124.64299999999999	75.8909	48.7521	1.64239717805	1.19520530929	0.7878787878787882	0.0001813930547667903	0.01197194161460816	0.004995004995004995	0.004995004995004995	0.05070501394030806
LOC105247764	cosine	24.0	18.0	0.0	0.8098166666666667	0.1781045815512772	18.0	6.0	1.07376	0.563945	0.509815	1.9040154625	1.60195178496	0.575757575757576	0.004583576838638997	0.3025160713501738	0.14285714285714285	0.11814457318642616	0.25270206951994234
LOC105247765	cosine	24.0	8.0	10.0	0.469422	0.1875524931399207	8.0	10.0	0.8087489999999999	0.22188200000000002	0.586867	3.64495091986	1.6169975814700002	0.5454545454545456	0.0067819162397311575	0.4476064718222564	0.2097902097902098	0.1666611353096495	0.3116743838384098
LOC105247767	cosine	24.0	4.0	2.0	0.010538166666666666	0.03495114481156359	4.0	2.0	0.126458	0.0	0.126458	-10000.0	0.0	0.4082482904638631	0.03232684049927885	2.133571472952404	0.5654345654345654	0.5581596227306507	0.6904692359237813
LOC105247768	cosine	24.0	10.0	22.0	6.780736666666666	0.8176766802383174	10.0	22.0	8.55198	5.79455	2.75743	1.4758661155700001	1.2106400179299999	0.6969696969696972	0.0008043156973336818	0.053084836024023	0.026973026973026972	0.024001190450362656	0.0981938726854646
LOC105247774	cosine	24.0	12.0	8.0	3.9073575	0.5177606302807796	14.0	2.0	4.82837	3.16701	1.66136	1.5245831241499999	1.2066109462899999	0.6060606060606063	0.003044944233852819	0.20096631943428608	0.0939060939060939	0.08180715156009317	0.20099937870954276
LOC105247775	cosine	24.0	8.0	16.0	0.128485125	0.06256450998906549	22.0	24.0	0.26358899999999996	0.0	0.26358899999999996	-10000.0	1.20582861544	0.3636363636363638	0.04990853551146973	3.2939633437570017	0.7602397602397603	0.7162519405893273	0.8008125944229634
LOC105247779	cosine	24.0	20.0	22.0	0.058743166666666666	0.08156604795039145	4.0	2.0	0.25793499999999997	0.0	0.25793499999999997	-10000.0	nan	0.3119397334524689	0.07900838777953567	5.214553593449353	0.8441558441558441	0.8441558441558441	0.8929538875903595
LOC105247781	cosine	24.0	8.0	10.0	0.07455520833333333	0.06965172000604697	8.0	10.0	0.191125	0.0	0.191125	-10000.0	nan	0.5592589407158036	0.005685474982156306	0.3752413488223162	0.14285714285714285	0.14285714285714285	0.29857022708158115
LOC105247783	cosine	24.0	22.0	20.0	0.04313821666666666	0.05323639092476802	22.0	4.0	0.13716099999999998	0.0	0.13716099999999998	-10000.0	nan	0.4587349021359837	0.01894064371139473	1.2500824849520524	0.35664335664335667	0.35664335664335667	0.5294890316995706
LOC105247784	cosine	24.0	18.0	14.0	58.649266666666676	3.7458745597286383	2.0	14.0	65.9172	51.4969	14.4203	1.28002268098	1.0981610448299999	0.4545454545454548	0.019834630913749846	1.3090856403074898	0.4515484515484515	0.39827248815334193	0.5540852833171284
LOC105247785	cosine	24.0	4.0	22.0	50.05999166666667	9.099217198973612	4.0	22.0	70.4096	39.1901	31.2195	1.79661700276	1.39197725837	0.7575757575757579	0.000303320964553055	0.020019183660501632	0.008991008991008992	0.008991008991008992	0.06279555183433767
LOC105247786	cosine	24.0	0.0	2.0	15.526366666666668	2.2735861923157623	20.0	2.0	18.7436	11.6956	7.047999999999999	1.60261978864	1.3119709615700001	0.8484848484848488	6.150147255049047e-05	0.004059097188332371	0.002997002997002997	0.002237102721446672	0.048997055576002944
LOC105247787	cosine	24.0	8.0	2.0	61.77634166666667	5.062089996312184	8.0	2.0	71.568	54.4369	17.1311	1.31469646508	1.14411777293	0.575757575757576	0.004583576838638997	0.3025160713501738	0.14285714285714285	0.11814457318642616	0.25270206951994234
LOC105247788	cosine	24.0	4.0	0.0	49.11100000000001	5.998441122491743	10.0	20.0	57.6035	37.9366	19.6669	1.5184149343900002	1.17645257866	0.6969696969696972	0.0008043156973336818	0.053084836024023	0.026973026973026972	0.024001190450362656	0.0981938726854646
LOC105247789	cosine	24.0	12.0	4.0	89.57253333333334	6.254701875966769	22.0	4.0	103.15100000000001	76.57300000000001	26.578000000000003	1.34709362308	1.05740585563	0.4242424242424244	0.02742697317621316	1.8101802296300684	0.5654345654345654	0.5011235749534211	0.6522585814787615
LOC105247792	cosine	24.0	0.0	2.0	54.29231666666667	3.7257225126663545	18.0	2.0	60.3007	49.2611	11.0396	1.22410380605	1.1191774507899999	0.6969696969696972	0.0008043156973336818	0.053084836024023	0.026973026973026972	0.024001190450362656	0.0981938726854646
LOC105247793	cosine	24.0	4.0	22.0	21.94905	2.2531163657254805	4.0	20.0	25.6004	18.5455	7.0549	1.38041034213	1.17530961255	0.6363636363636367	0.001988079806063042	0.13121326720016074	0.06593406593406594	0.055430826614768926	0.15771193512445705
LOC105247794	cosine	24.0	12.0	10.0	24.08490833333333	1.0357838428442596	12.0	8.0	26.2864	21.8852	4.4012	1.2011039423899998	1.03540381822	0.4242424242424244	0.02742697317621316	1.8101802296300684	0.5654345654345654	0.5011235749534211	0.6522585814787615
LOC105247795	cosine	24.0	2.0	0.0	26.0968	2.4670892579448087	4.0	6.0	31.3376	22.6479	8.6897	1.3836867877399999	1.08700029047	0.4848484848484851	0.014106153084401888	0.9310061035705244	0.35664335664335667	0.30664114632825634	0.46423982492123617
LOC105247796	cosine	24.0	0.0	2.0	79.92464166666666	3.1933251067547976	20.0	10.0	84.95100000000001	72.7968	12.1542	1.16696063563	1.04747138313	0.3939393939393941	0.03730241464195405	2.4619593663689665	0.6723276723276723	0.6096863512593915	0.7095684633194024
LOC105247797	cosine	24.0	10.0	8.0	34.17725833333333	3.00142091723746	10.0	2.0	39.161	26.3667	12.7943	1.4852446457100001	1.0813201273	0.5151515151515154	0.00986438530634296	0.6510494302186354	0.2807192807192807	0.2291955076520742	0.38384609550842724
LOC105247798	cosine	24.0	22.0	10.0	8.098166666666668	0.8218742486063318	22.0	8.0	9.70306	6.7485800000000005	2.9544799999999998	1.43779283938	1.15607964097	0.6969696969696972	0.0008043156973336818	0.053084836024023	0.026973026973026972	0.024001190450362656	0.0981938726854646
LOC105247799	cosine	24.0	10.0	8.0	9.957568333333334	1.2226052557471505	10.0	2.0	12.1657	7.7455300000000005	4.42017	1.57067366597	1.25060592455	0.5151515151515154	0.00986438530634296	0.6510494302186354	0.2807192807192807	0.2291955076520742	0.38384609550842724
