ID	Waveform	Period	Phase	Nadir	Mean	Std_Dev	MaxLoc	MinLoc	Max	Min	Max_Amp	FC	IQR_FC	Tau	P	BF	empP	GammaP	GammaBH
LOC105247750	cosine	24.0	0.0	2.0	21.15505	2.899647369796311	10.0	8.0	27.5529	17.4475	10.1054	1.57918899556	1.20811180549	0.6363636363636367	0.001988079806063042	0.13121326720016074	0.06493506493506493	0.05180290386328248	0.3168683291509112
LOC105247751	cosine	24.0	14.0	12.0	0.02072651666666667	0.02147380018366697	2.0	4.0	0.0729237	0.0	0.0729237	-10000.0	nan	0.2860387767736779	0.0977376033412587	6.450681820523074	0.9250749250749251	0.9250749250749251	0.9554847615766391
LOC105247755	cosine	24.0	14.0	2.0	0.005167000000000001	0.01713700029176635	14.0	2.0	0.062004	0.0	0.062004	-10000.0	0.0	0.4082482904638631	0.03232684049927885	2.133571472952404	0.5694305694305695	0.5694305694305695	0.7714444708222681
LOC105247756	cosine	24.0	20.0	22.0	0.5609610833333333	0.7580688404289172	10.0	8.0	2.44203	0.0	2.44203	-10000.0	nan	0.39477101697586137	0.036997041274293985	2.4418047241034024	0.5694305694305695	0.5694305694305695	0.7714444708222681
LOC105247758	cosine	24.0	14.0	10.0	37.57379166666667	3.069233265127284	20.0	10.0	41.765	29.1157	12.6493	1.4344494551	1.07907197352	0.4545454545454548	0.019834630913749846	1.3090856403074898	0.4695304695304695	0.40612890956148157	0.6663757134541971
LOC105247759	cosine	24.0	2.0	0.0	46.70244166666666	5.125091279912051	4.0	24.0	55.3179	39.6122	15.7057	1.396486436	1.1950651479	0.666666666666667	0.0012756406460599887	0.08419228263995926	0.03596403596403597	0.033481018039549636	0.2813357582185853
LOC105247760	cosine	24.0	8.0	2.0	26.01323333333333	5.014393259297568	10.0	2.0	40.5499	20.0632	20.4867	2.02110829778	1.16927349431	0.6060606060606063	0.003044944233852819	0.20096631943428608	0.0969030969030969	0.07828797419889406	0.3586681608647007
LOC105247762	cosine	24.0	6.0	8.0	93.48558333333334	10.450839453351213	6.0	10.0	107.1	70.0739	37.0261	1.52838646058	1.22265174431	0.3333333333333335	0.06570102610411901	4.336267722871855	0.8481518481518482	0.8226082010123387	0.8944620976663864
LOC105247764	cosine	24.0	22.0	0.0	0.7617664166666667	0.21028995108122275	8.0	10.0	1.3192	0.502015	0.817185	2.627809926	1.3591002276299997	0.2424242424242425	0.1362855657955242	8.994847342504597	0.993006993006993	0.9785211981649728	0.9830359875688424
LOC105247765	cosine	24.0	14.0	16.0	0.7465933333333333	0.12636836414647282	12.0	4.0	0.992867	0.544876	0.447991	1.8221889017	1.25057078865	0.2424242424242425	0.1362855657955242	8.994847342504597	0.993006993006993	0.9785211981649728	0.9830359875688424
LOC105247768	cosine	24.0	12.0	20.0	6.934889166666667	0.9224841075275888	12.0	4.0	8.73137	5.61285	3.11852	1.55560365946	1.27594739502	0.5151515151515154	0.00986438530634296	0.6510494302186354	0.27972027972027974	0.2303977759028801	0.5278690782223824
LOC105247774	cosine	24.0	18.0	16.0	4.180364166666667	0.7622615286922891	12.0	16.0	5.16688	2.71285	2.45403	1.9045947988299998	1.26488564616	0.3333333333333335	0.06570102610411901	4.336267722871855	0.8481518481518482	0.8226082010123387	0.8944620976663864
LOC105247775	cosine	24.0	16.0	18.0	0.2356394583333333	0.10570286991555196	2.0	18.0	0.412088	0.059851800000000004	0.3522362	6.88513962822	1.59084493928	0.6969696969696972	0.0008043156973336818	0.053084836024023	0.022977022977022976	0.021170989414169478	0.255348055995391
LOC105247779	cosine	24.0	12.0	20.0	0.03739080833333334	0.0750997965159966	12.0	2.0	0.257052	0.0	0.257052	-10000.0	nan	0.6741998624632421	0.0011393182690868902	0.07519500575973476	0.022977022977022976	0.022977022977022976	0.2657668519737485
LOC105247781	cosine	24.0	16.0	14.0	0.051535500000000005	0.07966386379396452	16.0	2.0	0.235591	0.0	0.235591	-10000.0	nan	0.3194892255323488	0.07409694262533846	4.890398213272339	0.8481518481518482	0.8481518481518482	0.9155790717067572
LOC105247783	cosine	24.0	2.0	4.0	0.016879425	0.03799423681038405	2.0	4.0	0.11195	0.0	0.11195	-10000.0	0.0	0.2954684201426395	0.0905742026563484	5.977897375318994	0.9250749250749251	0.9117431918019986	0.9450968640653642
LOC105247784	cosine	24.0	0.0	2.0	66.32216666666666	6.310409316403774	10.0	2.0	84.0406	61.236000000000004	22.8046	1.3724051211700001	1.1119218439899998	0.5151515151515154	0.00986438530634296	0.6510494302186354	0.27972027972027974	0.2303977759028801	0.5278690782223824
LOC105247785	cosine	24.0	10.0	14.0	55.46630000000001	7.1502522609345744	10.0	20.0	69.6589	45.1225	24.5364	1.54377306222	1.19075293866	0.7878787878787882	0.0001813930547667903	0.01197194161460816	0.001998001998001998	0.001998001998001998	0.09648717041713151
LOC105247786	cosine	24.0	16.0	18.0	15.246618333333332	2.6498095655531966	14.0	10.0	18.8186	8.58182	10.23678	2.1928448744	1.20774687299	0.3333333333333335	0.06570102610411901	4.336267722871855	0.8481518481518482	0.8226082010123387	0.8944620976663864
LOC105247787	cosine	24.0	8.0	22.0	64.94363333333334	6.607592065487159	12.0	22.0	77.6925	56.3926	21.2999	1.37770735877	1.1981174780600001	0.5151515151515154	0.00986438530634296	0.6510494302186354	0.27972027972027974	0.2303977759028801	0.5278690782223824
